"id","name","screen_name","description","followers_count","friends_count","favorites_count","listed_count","created_at"
967046713,Pawprints Dog Rescue,PDRescue,Saving and rehoming pound dogs that are in danger of being put to sleep.,4813,2331,6230,54,2012-11-23 00:00:00
967293578,Caroline Weinstein,carolinew78,〰️ nyu ‘21,548,274,31362,2,2012-11-23 00:00:00
975668706,Ronald Jada,RonaldJada,"MBBS, MMed General Surgery (MAK)  Mulago National Referral and Teaching Hospital. #GlobalSurgery. #SouthSudan. Kampala Uganda",189,729,644,9,2012-11-28 00:00:00
978355454,"100+WOMEN VOTED IN",jilfire,"Forgive my occasional raunchy words, but sometimes it’s just what I have to express 🙏🏻",204,350,17712,8,2012-11-29 00:00:00
978841134,Vote on Nov 6th,Celazul1,"“There are those that look at things the way they are, and ask why? I dream of things that never were, and ask why not?” ~ Robert Kennedy",1279,1399,3742,48,2012-11-29 00:00:00
981162895,Luke,LukeDavis238,,397,1055,12969,4,2012-11-30 00:00:00
981672254,marissa,moistharrry,U know I carry right?,2477,202,53847,45,2012-11-30 00:00:00
983092532,Lozz Venus Starseed,LozzStarseed,I am a truth seeker and pagan white witch who runs a natural holistic health store at https://lozzswellnessstore.co.uk/,327,404,643,19,2012-12-01 00:00:00
984615613,jeannie harris,harrisrockababy,"Mad as Hell Mom, Grammy and Great Grammy.  Want a nation of Peace and Prosperity.  No more Drama. F-Trump.",1803,2426,3306,1,2012-12-02 00:00:00
994449006,Sean,snlovley,English and proud. Will most definitely fight to help take my country back. Despise animal/child abusers.,1128,1627,44899,14,2012-12-07 00:00:00
1002044528,Bredée Stanley,bredeeholden,,218,305,49095,2,2012-12-10 00:00:00
1004425142,Michele A Caron,micheleacaron,"Abstract artist, Painter, Gilder, Conservator, Gilding Classes or purchase art. http://MicheleACaron.etsy.com & http://FindingMaineVintage.etsy.com",1986,2837,493,52,2012-12-11 00:00:00
1005054764,Progressive Discussions,megalife21,"FOR REAL TRUTH SEEKERS & INDEPENDENT CRITICAL FREE THINKERS WITH OPEN MINDS, Since 1995.",75,65,5215,4,2012-12-11 00:00:00
1007540904,Mama Ryuu,RyuuYouki,"A fun loving artist who enjoys drawing, chainmaille and costuming. Bisexual they/them Check out my Etsy! https://www.etsy.com/shop/NeuroticSphynx",727,238,6812,7,2012-12-12 00:00:00
1008658832,Datafloq,Datafloq,"Datafloq is the one-stop source for #BigData, #blockchain & #AI. We offer information, insights & opportunities to drive innovation with emerging technologies.",34984,4312,30228,2701,2012-12-13 00:00:00
1009002566,(everyone) Miss (pronounces my name),spelledGiulia,"Lover of books, travels and languages. Currently on an exchange student program by The University of Sydney 🇦🇺",199,286,10208,2,2012-12-13 00:00:00
1009966231,"6thSonof11Sibs",rsanterre44,"Dad, Husband, Christian, Athletic Trainer, #Hockey #Bruins, #Red Sox, #Notre Dame, #Raiders, #Colts, #TCOT, #Tea Party, #Conservative, #Libertarian, #Patriot",2451,2910,8352,31,2012-12-13 00:00:00
1011783012,Rutherford County,RutherfordCo,#RutherfordCounty #TN was founded in 1803. Today the population is over 295k in the #Murfreesboro area.,4432,137,19,38,2012-12-14 00:00:00
1013360023,سيلينا,tokyoc_,"I'm in Mexico now, FUCK DONALD TRUMP",539,318,2791,8,2012-12-15 00:00:00
1028976506,Abhishek,simplyabhi21,News writer| Investor| Nature lover| Music seeker | Art appreciator | Joy bringer | Foody | Movie buff ! Stock-market expert ! Gujju ! Heart beats for India !,175,975,5002,14,2012-12-22 00:00:00
1029172320,Onwiththeshow,MickyWyattMeitz,Music is a must thru all this madness. History's lessons learned are needed so as not to repeat. And proper care for our mentally challenged will save,349,845,14514,6,2012-12-22 00:00:00
1036211024,Wallay,TalleyyyyHo,my name is pronounced “Wall-Aye”,226,491,8858,0,2012-12-25 00:00:00
1037437298,Ellijah,ellijah10,kanayo aikpaojie❣️,247,482,15245,1,2012-12-26 00:00:00
1040568505,Nati_everglow,na_dominguez,"Natalia Dominguez (26)
La Iglesia de Jesucristo de los Santos de los Últimos Días • El mate • @coldplay
https://www.facebook.com/groups/ColdplayArgentina/",56,288,1413,1,2012-12-27 00:00:00
1050708270,Sarah Dvorak Hoburg,smhoburg,Read and Run,70,294,8349,2,2012-12-31 00:00:00
1059040274,Dr. John,P226_Sig,Libertarian from the Midwest - Live Free or Die. Lifetime NRA & SAF member. Trust but verify. Μολὼν λάβε 🇺🇸🇲🇨,8103,8907,25690,120,2013-01-03 00:00:00
1060652180,PS Edmonds,AZBTAdvocate,"Brain cancer awareness advocate, working to engage all in the fight against brain cancer, Whatever it takes. Sharing BT news; opinions are my own.",698,692,3930,23,2013-01-04 00:00:00
1067204983,Mel,FretodrmMel,,102,334,16841,6,2013-01-06 00:00:00
1075739288,oh hi mark,markfnando,Livin Like Larry,124,131,5460,0,2013-01-10 00:00:00
1086923239,Kristina,ruch_kristina,Elmhurst College ΦΜ,218,281,9246,0,2013-01-13 00:00:00
1089709982,Neal McNamara,Neal_McNamara,Seattle Metro reporter for http://Patch.com. neal.mcnamara@patch.com. Focus on the quasar in the mist.,638,1373,2228,21,2013-01-14 00:00:00
1091619366,pat blake,EePat,Proud to be a liberal; very blue.  I have lists that I never use against people.,1300,696,118391,23,2013-01-15 00:00:00
1092346514,Charlie Kovarik,c_kovarik,Lyft is for Betas,313,270,11115,3,2013-01-15 00:00:00
1099559232,Kate Rose,KateRoseBee,"No logs, no masters. Director of the Digital Defense Fund, a tech security NPO supporting abortion access orgs. FOIA enthusiast, 70% seltzer by volume.",1665,1205,7305,69,2013-01-17 00:00:00
1101401280,"𝒎𝒂𝒓𝒚 𝒋𝒂𝒏𝒆 𝒉𝒐𝒍𝒍𝒂𝒏𝒅 THANK U, NEXT",mariemng14,"18. law student. writer. let me be sheezus.",1943,2362,60635,44,2013-01-18 00:00:00
1103708036,Burton Hathow,BurtonHathow,Burton Hathow is a family orientated preparatory school where children will enjoy a broad and rich curriculum all on the safety of one site.,303,365,163,5,2013-01-19 00:00:00
1114760910,Peggy Sherman,keitasmom,"Mom, grandma, retired teacher. We all need to look out for each other. Paying our fair share of taxes is one important way to do that.",30,83,11490,0,2013-01-23 00:00:00
1120364095,han,hlanebutler,I think I’m really funny so just humor me | Aspiring journalist + Managing Editor of @arkatechnews,894,1055,6684,0,2013-01-25 00:00:00
1122770924,rp3,imnotrp3,riley palmer | UMN 22,239,181,2767,0,2013-01-26 00:00:00
1123687590,Daddy Lexy,LexyCruzazul,"Mexican, Puerto rican, & Cuban- Bisexual - #LatinaFeminist  - IceCube & Immortal Technique #TeamKUSH",2505,2384,18530,8,2013-01-26 00:00:00
1130785034,uncommon commoner,Ularuvaayan,வழிப்போக்கன்|| இலவச ஆலோசனைகளை தவிர்க்கவும்|| Center Right ||Respect is a two way street!Please follow lane discipline|| ARYAN Tamil 😎,14058,360,12916,78,2013-01-29 00:00:00
1131821078,Midlands Face Painting,MidsFacePaint,"Face paint artist since 2011 (insurance & DBS), face paint training in Coventry, North Birmingham & Warwickshire.",345,187,216,20,2013-01-29 00:00:00
1134056790,Tenet,TenetGroupUK,"The Tenet Group is one of the UK's largest financial adviser support groups with hundreds of advisers nationwide. 
For intermediary use only.",2428,556,608,23,2013-01-30 00:00:00
1134629868,HS,HauwaaSajo,aesthetic High Art,2574,844,1885,5,2013-01-30 00:00:00
1135487664,Fly Over Patriot,chrishanson1968,"Army veteran 🇺🇸, father of 3, husband of a patient & forgiving woman. 😍 America & most importantly the Constitution. I yam what I yam!",218,297,8964,0,2013-01-30 00:00:00
1146354872,star taxi,tibor530,,123,821,11,0,2013-02-03 00:00:00
1148196872,JP,_JQPham,đồ mắc dịt | ig: _jqpham,217,225,10861,0,2013-02-04 00:00:00
1155133844,IPT,IPT_Info,"Providing independent, objective information needed by consumers to make informed investment decisions. Tweets/RT are not meant as endorsements.",549,447,1649,101,2013-02-06 00:00:00
1160530297,Lois Guisti Haag,LoisGuistiHaag,"My 1st love is Jesus, Our Great Country, Our Brave Military, Back the Blue, President Trump & VP Pence, Friend of 🇮🇱 🙏🏻❤️🇺🇸 MAGA/KAG",918,885,15200,2,2013-02-08 00:00:00
1162415413,Erin Hebert,erinehebert,"Copy editor @PittsburghPG, member @PGNewsGuild. Past: @nytimes News Service, @DJNF. @LSU alumna, cat lady and forever Louisiana proselytizer.",700,1580,15219,15,2013-02-09 00:00:00
1165444464,ry,ryleeemillerr,:(:,2519,1957,55688,9,2013-02-10 00:00:00
1170862669,Mark Keefer,keefer_mark,"Son, Brother, Uncle, Great Uncle. Surviving, Cancer, Disabled, Broke but not broken. Twitter is my voice. Silence=Oppression. Democrat. Despise Trump. #Resist",2099,1981,59669,21,2013-02-11 00:00:00
1172308056,Wizard Baldour,garen_mcclure,,73,324,4840,1,2013-02-12 00:00:00
1177325965,nannyof4boys #DJTrumplicans,"4boysnanny",I'm a strong Southern #conservative woman who takes no BS from #liberals. I tell it like it is with no apologies. Here to help #MAGA and #KAG!#VoteRed2018,6634,6707,7216,1,2013-02-13 00:00:00
1177554559,Vickie McCallum,VickieMcCallum,,52,98,28244,0,2013-02-13 00:00:00
1180467320,jordane,jordanesmithx,,352,231,2448,0,2013-02-14 00:00:00
1180800786,Nora Dogan,lovenoradogan,Instagram: @belanora_,300,366,13271,2,2013-02-14 00:00:00
1182979796,Philip Amour,philipamour,"Digital Product Designer with focus on iOS. I love cooking, making cocktails, drinking coffee and taking pictures.",899,246,36669,122,2013-02-15 00:00:00
1187798065,the original grinchfucker,sloughingbrains,rex | 18+ only | can’t a guy want to fuck the grinch in peace? | languishing in BNHA hell until further notice,133,109,63763,0,2013-02-16 00:00:00
1191513793,jess,jessnycg,live in the now! the best part about 'now' is that there's another one tomorrow.,210,195,8953,0,2013-02-17 00:00:00
1193544259,KatieA,KayIAM65,,41,194,12702,5,2013-02-18 00:00:00
1201329073,DarlaD,DDDDD1481,,14,144,1125,0,2013-02-20 00:00:00
1202499222,Farrah Schneider,LynFarrrah,Just do you!!!!   Be the best you can be!!!  Be happy!,33,103,217,1,2013-02-20 00:00:00
1214103325,hannah,ayyhanni,journalism @ UNL ✰ writer ✰ tryna get that bread,173,155,15804,0,2013-02-23 00:00:00
1223080682,X  John Locke X,rickb490,Science fiction and History are my passions!  Interested in politics and all the things that describe the human condition!,598,1099,4442,1,2013-02-26 00:00:00
1225259521,Cassandra,letyouflyaway,what a crazy world,468,459,6782,9,2013-02-27 00:00:00
1226636659,ainhoa costas,ainhoac63,surgeon. dreamer. not the only one.,1038,464,7432,67,2013-02-27 00:00:00
1239821611,Katie Tibaldi,KatieTibaldi,W/D @SeekingSublet. Producer @SFM_Doc + Community Patrol. Co-Producer @AHWAmySedaris. Suspicious of people who don't like Bill Murray + other stuff I like.,1264,3892,69105,87,2013-03-03 00:00:00
1242851064,michelle!!,MicheyMishy,She/her. Currently learning to be kinder to myself.,320,209,25679,8,2013-03-04 00:00:00
1245216674,McCuse Me Bitch ?!,"1_s_b_a_",Hey ! YOU !! Off My Planet 🌍😠👉🏽,387,447,14781,6,2013-03-05 00:00:00
1260468608,kel,NIAMJACOB,where do broken hearts go,2556,182,21597,81,2013-03-11 00:00:00
1260998826,Taraja TJ,taraja_a,,125,300,5813,0,2013-03-11 00:00:00
1261294051,H.Lynn,hlynncamacho,Broadcast Producer. Professional storyteller. Puertorriqueña. Views are my own & RTs ≠ endorsements. @andersoncooper groupie.,426,165,22494,19,2013-03-12 00:00:00
1264653954,Neil Wilson,marketsneil,chief market analyst for http://Markets.com. Nil Carborundum,814,2078,6627,28,2013-03-13 00:00:00
1268428105,Mark Rowley,MarkRowley90,Actor. Playing #Finan #thelastkingdom #Netflix - Rep: @hamiltonhodell @Authentic_Mgmt (US) Instagram: markrowley90,2920,306,2047,14,2013-03-14 00:00:00
1273554960,liz!,ratonnhhaketon,i pity your wife if you think 6 minutes is a long time,1244,293,4131,15,2013-03-16 00:00:00
1275616436,spøøky kath,kathy__williams,GOOD VIBES ONLY 5/5/15 #playforpril |-/ sc:kathy_williams,353,330,12612,1,2013-03-17 00:00:00
1278122029,Cindy Dunn,CindyDunn50,,21,82,192,0,2013-03-18 00:00:00
1303590750,Imee Tribo,NZimee,"Part pixie-dust, part gun-powder, civic techie, pop culture fangirl, food obsessed, Filipino-Kiwi nacho average feminist travel junkie.",243,464,525,13,2013-03-26 00:00:00
1312391016,JP Rex,BlakeGordon17,“Life finds a way.”,258,483,83944,23,2013-03-28 00:00:00
1312559238,dt49,turnbull1949,"Supporter of fairness and integrity. Futurist with a “why not attitude”. Interests in taxation reform, secularism and urban design. Comments are opinions.",80,112,2282,0,2013-03-29 00:00:00
1315240788,Kristine Mikulka,krismikulka4,"NAM Digital Strategy @humana Prior VP, Global Social Media @Citi A photographer, traveler by nature. Insatiably curious. @LoyolaChicago alum. Opinions my own.",4603,4610,15868,577,2013-03-29 00:00:00
1317666492,~Kelley Benson~,kelsBflyy,~35 yrs old ~Ca2Pa ~Taken ~Going thru Life like a Karate Kid ~I am Kels,569,3941,44549,6,2013-03-31 00:00:00
1318641140,Cheryl Harris,Cheryl_Harr,,84,180,306,1,2013-03-31 00:00:00
1322851580,خديجه .,Khadoj_f,‏‏‏‏الاتحاد ميول الأساطير,247,389,242,1,2013-04-02 00:00:00
1323970020,hitdaballcatchdaball,actsimpsonian,Baseballaddiction,278,466,42703,1,2013-04-03 00:00:00
1327970504,Colleen Boeding,ColleenBoeding,,339,1321,35010,6,2013-04-04 00:00:00
1330111267,Cool 102,Cool_102,Playing The Greatest Songs Ever Recorded,236,145,57,7,2013-04-05 00:00:00
1332628321,†,abundiz_diego,,478,315,9474,0,2013-04-06 00:00:00
1333155595,Gerry Slobe,gjslobe,,30,84,731,0,2013-04-07 00:00:00
1333790774,Joe Spiro,jojoefs,"Aspiring Sage, looking for group. Gameplay Programmer. Creator and Cohost of The Yu Yu Hakushow and (formerlly) SuperFamiCompLit Podcasts. Views are my own.",326,1434,6953,5,2013-04-07 00:00:00
1338165457,ಓ ನನ್ನ ಚೇತನ,SpChethansp,SMART Shivamogga.,646,2194,37731,24,2013-04-08 00:00:00
1340922516,sunnie,bethleheeem,shades on  . eritrean . BAY AREA,550,578,15530,2,2013-04-09 00:00:00
1340972304,Brandy,shbrandlyndizle,"I've been skipping leg day, but I still run the world & occasionally swim",500,381,18040,2,2013-04-10 00:00:00
1347667004,Ben Freeman,BW_Freeman,"Georgia Southern Alum, Map Doctor",370,531,6048,11,2013-04-12 00:00:00
1349688206,Creative Thinking,ZZooflesley_ros,I am the Light of the World. Who so ever Follows Me will never walk in darkness but will have the Light of Life.,60,40,924,11,2013-04-13 00:00:00
1349728627,SheetsofSanFrancisco,SheetsoSF,,1792,1356,13802,88,2013-04-13 00:00:00
1354481232,Rahul Rai,rahulraime,,10,56,1774,0,2013-04-15 00:00:00
1355805493,Kathleen Anderson,_kathanderson,"There was no harm in taking aim, even if the target was a dream. ~ John Knowles ☕RedSox Seahawks NJDevils SaveThe🐘",901,351,52353,43,2013-04-15 00:00:00
1358179123,Kelly Fleming,kellydfleming,,89,243,1296,0,2013-04-16 00:00:00
1358672622,Valentina,valenzendejas,Venezuelan & American. Accountant. Realtor with Keller Williams Realty.,108,327,7199,0,2013-04-17 00:00:00
1359446010,Rotsch,rotsch26,Luckiest man on earth to be Dad to my daughter. Luckiest man to be the son of my parents. Love!,23,410,2545,0,2013-04-17 00:00:00
1360522058,J.,TheLord_Jeybro,"Resource Economist. OAU 14', UofM 20', Retired Litterateur, Content Developer, Stochastic Advisor.",835,667,682,12,2013-04-17 00:00:00
1366909278,JS,JainS_16,Avid Netizen,446,893,6917,1,2013-04-20 00:00:00
1370297293,dmantooth,davidmantooth,"Retired teacher, husband, father, grandfather. Extreme fiscal conservative. Moderate to slightly liberal on social issues - depends on the issue.",26,108,10228,0,2013-04-21 00:00:00
1371341604,Tre,scarf1974,"I am a lover of the Arts and Music, Saints, Pelicans. Taurus, luv reality TV, reading and documentaries. #Resistance #MeToo",870,956,39023,16,2013-04-22 00:00:00
1371750648,Greenbeam Consulting,GreenbeamC,"We research, evaluate business management software #CRM, #ERP to find best solution for our clients & implement with minimum disruption. Call us: 0843 523 5630",395,1008,188,18,2013-04-22 00:00:00
1373254350,Connor Chare,ConnorChare,👻connorchare,53,78,303,0,2013-04-22 00:00:00
1373839356,The Family Van,TheFamilyVan,"Mobile health program providing free preventive health services, health education, and referrals to individuals in underserved neighborhoods across Boston.",610,563,845,40,2013-04-23 00:00:00
1379974093,David A. Bergeron,dbergeron_CAP,"Retired fed. HIgher education access, financing, and student loan expert.  Proud dad and husband.  Drive a Mini Convertible.  Tweets my own.",1572,744,1873,59,2013-04-25 00:00:00
1383145699,ana,_griersqueen,Espero una salida feliz y no volver jamás 🥀,330,150,17294,1,2013-04-26 00:00:00
1384776223,RMS,InHouseNP,,5,30,5,0,2013-04-27 00:00:00
1387920854,Jay Jindal Au.D.,AudiologyPlanet,"Consultant Audiologist & professional development expert in ear, hearing, balance, tinnitus, music/noise protection, & auditory processing disorder specialities",302,441,330,4,2013-04-28 00:00:00
1393270680,Robert Weitzeil,RWeitzeil,"Retired Army Warrant Officer, Retired Minister, Married to Lois, Father  of Erich and Konrad, grandfather of Kaitlyn, Alexa, Abbey Rose.",49,50,54313,0,2013-04-30 00:00:00
1393885358,William Tsuma,WilliamTsuma,Afro-Optimist | A bridge 4 Peace & Development | Thrive in Partnerships | ConnektingPeople | Passion4Youth & Innovation | Views-My Own | RTs Not Endorsements),848,920,6117,45,2013-05-01 00:00:00
1400899058,Shaunalee Puszkar,shaunalee5317,Political junkie! Nurse! Domestic Goddess,46,197,741,0,2013-05-03 00:00:00
1405884332,Cadence Woodland,csmalldog,"Marketing and comms person, freelance writer, TCK, culturally confused, adopted Londoner. All views strictly my own.",222,616,7285,13,2013-05-05 00:00:00
1411784761,JustRandom,bingfa_sun,"Being rational is essential, because it helps you to understand things clearly; it is also useless, because most people are not.",57,18,11223,2,2013-05-07 00:00:00
1412173884,Dannyle R. Thomas,DannyleThomas,GOD FIRST💖SJSU’22,274,149,28230,2,2013-05-08 00:00:00
1413383072,K2@ Mountain Man,khando75,"#tcot#maga#trump2020#kag
if tweets or retweets offend you, too bad.",1361,2328,17670,5,2013-05-08 00:00:00
1419311563,nizz,nizzbeth,UPRM| “está mujer esta cabrona” 🌈#ykz si tienes rabia pues comete un snickers -M. Boy,1236,695,24740,14,2013-05-10 00:00:00
1430703889,anis,youngflexking,ig // aniscius 🇪🇹,320,184,11562,9,2013-05-15 00:00:00
1437295831,Thatweirdasswhiteboiii,ZacharyRobertHo,taken ❤️🤞,84,385,1529,0,2013-05-17 00:00:00
1437982033,KIMUTAI.,kimkimutai,"God's gem.
Liverpool FC.
Electrical Engineer.",1527,1929,50425,8,2013-05-18 00:00:00
1455375224,Udochukwukanma Chinedumije Chukwumazuruihenile,UdoRomeo,Christian| Igbo| FcBarcelona| PepTeam!,103,418,1557,2,2013-05-24 00:00:00
1465756604,Nick,Hiti67Nick,,12,69,3252,0,2013-05-28 00:00:00
1467130230,TheRetirementCoaches,jblfinancial,"""Straight Talk"" @550KTRS Saturday's 10 AM Securities offered through LPL Financial, Member FINRA/SIPC, http://www.finra.org and http://www.sipc.org",183,348,558,2,2013-05-29 00:00:00
1485101707,Frank,lacara_frank,I'm crushing your head!!!,425,662,12014,2,2013-06-05 00:00:00
1489096716,Joshua,LakeTwoQBs,I used to write about fantasy QBs. I'm still only on here for fantasy football.,4640,129,39,211,2013-06-06 00:00:00
1491651990,t.,tayalachelle_,“skanky skanky boy” -emma,205,262,11133,0,2013-06-07 00:00:00
1493829374,Antoinette,ALiquet2,,29,95,927,0,2013-06-08 00:00:00
1496470692,James Benjamin,AJBenjaminJr,"Arlin James Benjamin, Jr - Social Psych educator and occasional researcher. Expertise: media violence, authoritarianism, social attitudes. Jaded but hopeful.",641,1194,14264,18,2013-06-09 00:00:00
1515385495,Ava Young,avayoungg,,205,249,27429,4,2013-06-14 00:00:00
1516705844,Judith Shamian,JudithShamian,,3773,812,3074,102,2013-06-14 00:00:00
1517440668,JoanJoan,joanpares33,"Viajar por Asia, Centroamérica, leer y cuidar de los míos...  http://rompiendomiedos.blogspot.com",61,369,1235,3,2013-06-14 00:00:00
1519410066,VapeSpecialists,VapeSpecialists,Vaping Specialists,734,199,0,4,2013-06-15 00:00:00
1522442875,dWright,deannaswright,,41,66,8844,1,2013-06-16 00:00:00
1523471352,Sheila,sr92637,"Born in Montreal, living in Southern California, US citizen #BeKindToElephants,#Resistance,#stopkavanaugh,#GunReformNow,#FBR,#FamiliesBelongTogether. 🌊",3686,4866,42394,3,2013-06-16 00:00:00
1526312119,hanker_dank,danker_hank,,420,2987,36672,0,2013-06-17 00:00:00
1526553925,Lily,lilyoferris,"18 | MI📍✋ | ♊️",323,180,5731,0,2013-06-17 00:00:00
1532103870,xxxx,GhostCircuit,🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,814,932,10192,14,2013-06-19 00:00:00
1532848140,jeune$$e,DatWoman_,yaaaa dig? || 📸: _aj.xo,220,123,15889,2,2013-06-20 00:00:00
1532933893,Governor of Memphis,"901Destinee",I’m everything I wanna be,604,356,1988,6,2013-06-20 00:00:00
1541810790,Totally Deplorable Lizzy gab.ai/pigeon,piecrust33,Cat slave 😸😸😸😸😸 Christian #Brexit #Trump supporter #TommyRobinson is a national hero,8068,7204,30016,88,2013-06-23 00:00:00
1544613577,Connoisseur of shade,shadewizard,Casting @'s into the echo chamber,123,425,3284,7,2013-06-24 00:00:00
1544617447,Aly Miller,alythemiller,,186,388,6247,1,2013-06-24 00:00:00
1549023451,Eric Donahue,EricKickBoxer,,76,265,736,0,2013-06-26 00:00:00
1551406201,"Milton Cooley, EA",MiltonCooleyTax,"Admitted to practice before the IRS  http://taxonwheels.com =#TaxHelp 😇http://miltoncooley.comO =#Retirement planning Cetera Advisors LLC, Member FINRA / SIPC",593,661,242,21,2013-06-27 00:00:00
1568921916,Ben CCFC Baynes,benccfcbaynes,Pastry Chef at the Swan Inn Hanley Swan and a big Coventry City fan,977,2660,1029,3,2013-07-04 00:00:00
1569532273,mak,Mariee2Marion,do ya thing ma.,402,476,7641,0,2013-07-04 00:00:00
1573710512,Aylah Williams,aylahwilliams,,226,383,11849,0,2013-07-06 00:00:00
1576878818,Carla Hessaa,mominsd1,,41,69,2863,0,2013-07-08 00:00:00
1578256412,Jenny Barrett,JennyLeeBarrett,"Writer, artist and lecturer (not always in that order).",138,176,197,1,2013-07-08 00:00:00
1580197400,Mary Jo,mjo1962_,#Georgia #Minnesota #BlueWave #Resistance Because America was already Great! 💙🇺🇸💙,867,671,17268,21,2013-07-09 00:00:00
1580590356,PhDeepthoughts,PhDeepthoughts,"Rational thinking enthusiast. Varsity lettered in Forensics and sarcasm. Historian, therefore working in a completely unrelated field. Education through humor.",174,228,17911,5,2013-07-09 00:00:00
1589406812,sweet thang,getyouaNICOLE,"Relaxed girl, not with allat extra shit.",1646,820,59788,23,2013-07-12 00:00:00
1608836624,Scott Grimmett,ScottGrimmett2,,326,1411,17690,3,2013-07-20 00:00:00
1611555037,Kim Duvall,Moonbabykdd,"mundane, Midwestern, married mother of 4.  Damn tired of playing nice! 🦀🌊🌊🌊 #Resist #FBR",1790,2731,6114,0,2013-07-21 00:00:00
1629110959,Lisa1/4,lisa1_4,reSister,376,603,4488,0,2013-07-28 00:00:00
1635789961,Andrew Williams,LunaryoCeleste,"I love the wierd and wonderful, my idol is robin Williams and my role models are the Addams family, so yea im fun. Lets chat. Member of the band The Unresolved",21,89,48,0,2013-07-31 00:00:00
1638982603,DIABLA.,Pussy2good4this,,15908,3582,316044,264,2013-08-01 00:00:00
1652896158,Sunny Bird PR,sunnybirdpr,We build communication strategies that deliver tangible results 💫 01202 293095,2573,4842,1582,45,2013-08-07 00:00:00
1655430793,Skye Cats McBot,IsleofSkyeCats,All cats are grey in the dark. In third of nine lives. #YouYesYet,665,1827,8540,26,2013-08-08 00:00:00
1656413190,Bankable Insight,BankableInsight,"The government is screwing up the economy; here's how to survive and succeed in spite of that.

Freshwater economics will keep you clean.",18646,7895,94,308,2013-08-08 00:00:00
1666726712,StanleyLimehouse,stanleylimehous,ヘンテコリン ·Media Team Coordinator @MAGvsu• Director• Abstract uniform. You'll know when you see it.  - VSU19 - business inquiries: stanleylimehouse@gmail.com,502,788,14768,3,2013-08-13 00:00:00
1682061193,samantha,sammjoj,"i have no fear, i have only love // MIZ 23",330,150,13677,1,2013-08-18 00:00:00
1692359233,susie carmichael,heymyy__,don’t believe anything I say.,159,139,21347,1,2013-08-22 00:00:00
1697640056,Peggy Risch,indypeg59,"mom of 2, baker, loves old movies, Resister, Proud Democrat!! Vote Blue 2018!! #GlovesOff",749,1103,11293,3,2013-08-24 00:00:00
1711950734,boluwatife,aliyu_kankia,⚽️,337,659,1980,11,2013-08-30 00:00:00
1711987350,Shingirai Vambe,vampfunctions,"News,Current Affairs &Documentaries",115,383,1996,0,2013-08-30 00:00:00
1722841128,Don Khan,khndnky,,438,735,877,3,2013-09-02 00:00:00
1724314945,Linh sâu Kiu,Linhkeobabay,"hoá ra thế giới này có thể tàn nhẫn, có thể an nhiên, có thể chỉ vì một người",898,1617,75,2,2013-09-02 00:00:00
1730095848,Dan,wheedass,,190,112,34,1,2013-09-04 00:00:00
1850077592,Noelia Hernandez,glama47,"cosmetologist, wife and mother of 3 boys and 4 handsome grandsons , always looking for the good in life💛",71,263,10743,0,2013-09-09 00:00:00
1862032681,Lara,L4ri54,,125,916,2,4,2013-09-13 00:00:00
1862140309,Kimberley Martini,Kimmymartini33,,196,127,2968,1,2013-09-13 00:00:00
1864161151,stephen branham,stephenbranham1,,1957,4077,18702,476,2013-09-14 00:00:00
1870905487,epiphany muriuki,epiphmo,"Computer scientist👨🏾‍💻👨🏾‍💻⌨
Politics is my talk👓👓
Motivational speaker🗣
I have survived so many storms it might kill you",570,142,79,0,2013-09-16 00:00:00
1874574793,Han Hui Hui 韩慧慧,huihui247,You can help by making a $1 fund contribution to POSB savings 279-12328-0 or simply sharing our message with your family and friends. Thank you!,1810,0,0,15,2013-09-17 00:00:00
1875321907,Pro-Guard Security,Pro_Guard_UK,"Pro-Guard Security offer a range of security services and products. Areas of expertise include private security, training, installations and monitoring services",208,586,82,5,2013-09-17 00:00:00
1879921777,kenzymirror.com.ng,kenzy_martins,"#1 Naija gist,music and latest happening",75,7,1088,1,2013-09-18 00:00:00
1880401670,Gabby Bowen,BowenGabby,,133,169,22931,0,2013-09-18 00:00:00
1884492019,ana,hoIydun,x my h,5348,637,115018,32,2013-09-19 00:00:00
1898939604,uzi,uzairthebear,very irrational person🌹,771,865,35327,6,2013-09-23 00:00:00
1899838664,Medilink WM,MedilinkWM,"Stimulate growth and innovation in the medical sector. Specialists in Business Development, Market Info, Events Management, Tenders & Funding Opportunities",1571,1553,1849,179,2013-09-24 00:00:00
1914640352,Biff,StevieBiff,"Father, Grandson, Son, Brother, Uncle, nephew, #lufc ST holder, cricketer (of sorts) for @FHCC_. Pleased to meet you...",472,629,23752,12,2013-09-28 00:00:00
1928610384,(((Blegah's Mom))),BlegahsMom,Anything I retweet I've read through and verified. (Except the jokes.),356,476,33925,44,2013-10-02 00:00:00
1928637109,Deplorable Army Veteran,TeriRBloom,"Veteran, Army Wife and Mother of Army, Air Force and Marine Veterans, and Marine Grandmother. Life Time NRA member, Conservative, #realDonaldTrump. 🇱🇷🇱🇷",689,565,5094,3,2013-10-02 00:00:00
1931626256,Lc4America,LindacoxCox,"Grandmother who wants a better life for her grandchildren and knows Trump can give. #MAGA,Love #God, #America,#CONSTITUTION.",2716,2934,142308,4,2013-10-03 00:00:00
